,Movies,Year,Certificate,IMDB,Metascore,Votes,Gross,Runtime,Genre,Description
1803,Hitman,2007,R,6.3,35.0,1341716,39687694,100,"Action, Crime, Thriller","A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe."
1804,Blades of Glory,2007,PG-13,6.3,64.0,1341716,118594548,93,"Comedy, Sport","In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team."
1805,Michael Clayton,2007,R,7.2,82.0,1341716,49033882,119,"Crime, Drama, Mystery","A law firm brings in its ""fixer"" to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multibillion-dollar class action suit."
1806,Rush Hour 3,2007,PG-13,6.2,44.0,1341716,140125968,91,"Action, Comedy, Crime","After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads' secret leaders."
1807,Next,2007,PG-13,6.2,42.0,1341716,18211013,96,"Action, Sci-Fi, Thriller",A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.
1808,The Orphanage,2007,R,7.4,74.0,1341716,7161284,105,"Drama, Fantasy, Horror","A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend."
1809,Shoot 'Em Up,2007,R,6.7,49.0,1341716,12807139,86,"Action, Thriller","A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen."
1810,Mr. Brooks,2007,R,7.3,45.0,1341716,28476219,120,"Crime, Drama, Thriller",A well-respected businessman is sometimes controlled by his murder and mayhem-loving alter ego.
1811,Bridge to Terabithia,2007,PG,7.1,74.0,1341716,82272442,96,"Drama, Family, Fantasy",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.
1812,Bee Movie,2007,PG,6.1,54.0,1341716,126631277,91,"Animation, Adventure, Comedy","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue them."
1813,I Now Pronounce You Chuck & Larry,2007,PG-13,5.9,37.0,1341716,120059556,115,"Comedy, Romance","Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits."
1814,Saw IV,2007,R,5.9,36.0,1341716,63300095,93,"Crime, Horror, Mystery","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."
1815,Evan Almighty,2007,PG,5.4,37.0,1341716,100462298,96,"Comedy, Family, Fantasy",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.
1816,Lars and the Real Girl,2007,PG-13,7.3,70.0,1341716,5972884,106,"Comedy, Drama, Romance",A delusional young man strikes up an unconventional relationship with a doll he finds on the Internet.
1817,Hairspray,2007,PG,6.6,81.0,1341716,118871849,117,"Comedy, Drama, Musical",Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
1818,The Kingdom,2007,R,7.0,56.0,1341716,47536778,110,"Action, Drama, Thriller",A team of U.S. government agents are sent to investigate the bombing of an American facility in the Middle East.
1819,Aliens vs. Predator: Requiem,2007,R,4.7,29.0,1341716,41797066,94,"Action, Adventure, Fantasy","Warring Alien and Predator races descend on a rural Colorado town, where unsuspecting residents must band together for any chance of survival."
1820,Mr. Bean's Holiday,2007,G,6.4,56.0,1341716,33302167,90,"Comedy, Family","Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling, and true love."
1821,Wild Hogs,2007,PG-13,5.8,27.0,1341716,168273550,100,"Action, Adventure, Comedy","A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos."
1822,Once,2007,R,7.8,88.0,1341716,9439923,86,"Drama, Music, Romance","A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
1823,Charlie Wilson's War,2007,R,7.0,67.0,1341716,66661095,102,"Biography, Comedy, Drama","A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects."
1824,Death at a Funeral,2007,R,7.4,67.0,1341716,8579684,90,Comedy,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.
1825,Halloween,2007,R,6.1,47.0,1341716,58272029,109,Horror,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution and immediately returns to Haddonfield to find his baby sister, Laurie."
1826,Across the Universe,2007,PG-13,7.3,56.0,1341716,24343673,133,"Drama, Fantasy, History",The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.
1827,Hannibal Rising,2007,R,6.2,35.0,1341716,27670986,121,"Adventure, Crime, Drama","After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death."
1828,August Rush,2007,PG,7.5,38.0,1341716,31655091,114,"Drama, Music",An orphaned musical prodigy uses his gift to try to find his birth parents.
1829,The Diving Bell and the Butterfly,2007,PG-13,8.0,92.0,1341716,5990075,112,"Biography, Drama",The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
1830,Epic Movie,2007,PG-13,2.4,17.0,1341716,39739367,86,"Adventure, Comedy, Fantasy","A spoof on previous years' epic movies (The Da Vinci Code (2006), The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005) + 20 more), TV series, music videos and celebs. 4 orphans are on an epic adventure."
1831,Elite Squad,2007,R,8.0,33.0,1341716,8060,115,"Action, Crime, Drama","In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
1832,Dan in Real Life,2007,PG-13,6.7,65.0,1341716,47642963,98,"Comedy, Drama, Romance",A widower finds out the woman he fell in love with is his brother's girlfriend.
1833,Music and Lyrics,2007,PG-13,6.5,59.0,1341716,50572589,104,"Comedy, Music, Romance","A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words."
1834,Before the Devil Knows You're Dead,2007,R,7.3,85.0,1341716,7083025,117,"Crime, Drama, Thriller","When two brothers organize the robbery of their parents' jewelry store the job goes horribly wrong, triggering a series of events that sends them, their father and one brother's wife hurtling towards a shattering climax."
1835,Vacancy,2007,R,6.2,54.0,1341716,19363565,85,"Horror, Thriller","A married couple becomes stranded at an isolated motel and finds hidden video cameras in their room. They soon realize that unless they escape, they'll be the next victims of a snuff film."
1836,Reign Over Me,2007,R,7.4,61.0,1341716,19661987,124,Drama,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.
1837,Funny Games,2007,R,6.6,44.0,1341716,1294640,111,"Crime, Drama, Horror",Two psychopathic young men take a family hostage in their cabin.
1838,Persepolis,2007,PG-13,8.0,90.0,1341716,4445756,96,"Animation, Biography, Drama",A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
1839,Meet the Robinsons,2007,G,6.8,61.0,1341716,97822171,95,"Animation, Adventure, Comedy","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
1840,The Heartbreak Kid,2007,R,5.8,46.0,1341716,36787257,116,"Comedy, Romance",A newly wed man who believes he's just gotten hitched to the perfect woman encounters another lady on his honeymoon.
1841,Good Luck Chuck,2007,R,5.6,19.0,1341716,34925283,96,"Comedy, Romance","In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love."
1842,Dead Silence,2007,R,6.2,34.0,1341716,16809076,89,"Horror, Mystery, Thriller","A young widower returns to his hometown to search for answers to his wife's murder, which may be linked to the ghost of a deceased ventriloquist."
1843,War,2007,R,6.2,36.0,1341716,22486409,103,"Action, Crime, Thriller","An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner."
1844,Hostel: Part II,2007,R,5.5,46.0,1341716,17609452,94,"Horror, Thriller","Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it."
1845,We Own the Night,2007,R,6.8,59.0,1341716,28563179,117,"Action, Crime, Drama",A New York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.
1846,La Vie En Rose,2007,PG-13,7.6,66.0,1341716,10301706,140,"Biography, Drama, Music","Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy."
1847,Trick 'r Treat,2007,R,6.8,-1.1,1341716,-1,82,"Comedy, Horror","Five interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband; and a mean old man meets his match with a demonic, supernatural trick-or-treater."
1848,The Kite Runner,2007,PG-13,7.6,61.0,1341716,15800078,128,Drama,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble."
1849,Hot Rod,2007,PG-13,6.7,43.0,1341716,13920741,88,"Comedy, Sport",Self-proclaimed stuntman Rod Kimble is preparing for the jump of his life - to clear fifteen buses to raise money for his abusive stepfather Frank's life-saving heart operation.
